0.000000	1.149316
0.000488	-3.016550
0.000977	-2.869862
0.001465	-0.948032
0.001953	0.301413
0.002441	-1.282778
0.002930	1.527780
0.003418	3.883869
0.003906	0.361461
0.004395	-2.108868
0.004883	-0.806050
0.005371	1.258169
0.005859	1.066840
0.006348	0.524425
0.006836	0.121667
0.007324	-0.087466
0.007812	-1.884584
0.008301	-1.612308
0.008789	-0.770853
0.009277	-0.503601
0.009766	0.297783
0.010254	0.851480
0.010742	2.277313
0.011230	1.339082
0.011719	-0.513564
0.012207	-0.194002
0.012695	0.689852
0.013184	-0.803250
0.013672	-1.630641
0.014160	-0.517955
0.014648	2.233537
0.015137	0.365289
0.015625	-1.839850
0.016113	1.554147
0.016602	2.745346
0.017090	-1.110717
0.017578	-3.384505
0.018066	-1.170869
0.018555	0.496460
0.019043	-1.204886
0.019531	-0.685154
0.020020	3.639324
0.020508	2.065519
0.020996	-1.640946
0.021484	-1.784310
0.021973	-0.050463
0.022461	1.613369
0.022949	0.756358
0.023437	0.632982
0.023926	0.646569
0.024414	-0.973603
0.024902	-2.284396
0.025391	-1.504087
0.025879	-0.438872
0.026367	0.723816
0.026855	0.218967
0.027344	1.254173
0.027832	2.474573
0.028320	-0.140328
0.028809	-1.388129
0.029297	-0.164342
0.029785	0.777741
0.030273	-0.512007
0.030762	-1.261535
0.031250	1.030866
0.031738	3.141620
0.032227	-1.701486
0.032715	-1.612621
0.033203	1.946169
0.033691	1.197420
0.034180	-2.632300
0.034668	-2.769972
0.035156	0.950115
0.035645	0.837219
0.036133	-1.706895
0.036621	0.937824
0.037109	3.518045
0.037598	-0.130940
0.038086	-1.733470
0.038574	-1.566109
0.039062	0.608404
0.039551	1.222131
0.040039	0.978266
0.040527	0.736137
0.041016	-0.189820
0.041504	-1.362360
0.041992	-1.724060
0.042480	-1.525900
0.042969	-0.221943
0.043457	1.346314
0.043945	0.531628
0.044434	1.892256
0.044922	1.286697
0.045410	-0.336571
0.045898	-1.897591
0.046387	-0.052276
0.046875	0.349477
0.047363	-0.884813
0.047852	-0.297895
0.048340	3.117432
0.048828	1.859906
0.049316	-2.319023
0.049805	-0.325586
0.050293	1.101131
0.050781	-0.624178
0.051270	-3.692222
0.051758	-0.456264
0.052246	1.945466
0.052734	-0.254723
0.053223	-0.868165
0.053711	2.620233
0.054199	1.432502
0.054687	-1.084362
0.055176	-1.577460
0.055664	-0.779392
0.056152	0.531965
0.056641	0.689619
0.057129	1.453727
0.057617	0.497483
0.058105	-0.874287
0.058594	-1.065239
0.059082	-1.445643
0.059570	-0.916431
0.060059	0.517913
0.060547	0.742876
0.061035	0.960473
0.061523	1.683982
0.062012	0.411749
0.062500	-1.179838
0.062988	-1.603524
0.063477	0.833989
0.063965	0.008701
0.064453	-1.247483
0.064941	1.517539
0.065430	3.529657
0.065918	-0.262077
0.066406	-2.393872
0.066895	-0.041424
0.067383	0.685791
0.067871	-1.900669
0.068359	-2.538723
0.068848	1.753335
0.069336	1.622071
0.069824	-1.035817
0.070312	0.125252
0.070801	2.166578
0.071289	0.122661
0.071777	-1.298108
0.072266	-1.161539
0.072754	-0.276181
0.073242	-0.012740
0.073730	1.158837
0.074219	1.431410
0.074707	-0.176169
0.075195	-1.021265
0.075684	-1.357481
0.076172	-1.338724
0.076660	0.153541
0.077148	1.249102
0.077637	0.915628
0.078125	1.169153
0.078613	0.819054
0.079102	-0.510357
0.079590	-2.059462
0.080078	-0.689081
0.080566	1.303160
0.081055	-0.417623
0.081543	-0.529887
0.082031	2.442241
0.082520	2.385459
0.083008	-1.206867
0.083496	-1.838496
0.083984	0.137549
0.084473	-0.052217
0.084961	-2.227184
0.085449	-0.614204
0.085937	2.245353
0.086426	0.689515
0.086914	-1.050420
0.087402	0.416541
0.087891	1.440216
0.088379	-0.463554
0.088867	-1.250550
0.089355	-0.320021
0.089844	-0.175373
0.090332	-0.194484
0.090820	1.103332
0.091309	0.834918
0.091797	-0.143656
0.092285	-1.107569
0.092773	-1.228215
0.093262	-0.238365
0.093750	0.578448
0.094238	0.932822
0.094727	0.778612
0.095215	0.969941
0.095703	0.123741
0.096191	-1.284120
0.096680	-1.546184
0.097168	0.573243
0.097656	0.626482
0.098145	-0.610341
0.098633	0.312782
0.099121	2.380864
0.099609	1.092684
0.100098	-1.652796
0.100586	-1.247297
0.101074	0.144764
0.101562	-0.252701
0.102051	-0.931029
0.102539	0.678007
0.103027	1.575657
0.103516	-0.371634
0.104004	-1.561991
0.104492	0.516083
0.104980	1.349736
0.105469	-0.246527
0.105957	-0.718486
0.106445	-0.325691
0.106934	-0.370501
0.107422	-0.181100
0.107910	0.703985
0.108398	0.307461
0.108887	-0.318488
0.109375	-1.011553
0.109863	-0.191498
0.110352	0.327751
0.110840	0.645715
0.111328	1.009216
0.111816	0.858108
0.112305	0.412521
0.112793	-0.976972
0.113281	-1.514520
0.113770	-0.762239
0.114258	0.623211
0.114746	0.003014
0.115234	0.311841
0.115723	1.284240
0.116211	1.601983
0.116699	-0.540970
0.117187	-1.371091
0.117676	-0.580082
0.118164	-0.070847
0.118652	-0.121524
0.119141	0.453068
0.119629	1.336375
0.120117	0.477535
0.120605	-1.407374
0.121094	-1.474659
0.121582	0.864770
0.122070	1.154399
0.122559	-0.178614
0.123047	-0.306847
0.123535	-0.362241
0.124023	-0.881490
0.124512	-0.501086
0.125000	0.688719
0.125488	0.344330
0.125977	-0.468684
0.126465	-0.477258
0.126953	1.114224
0.127441	0.740813
0.127930	-0.252864
0.128418	0.134906
0.128906	1.321127
0.129395	0.077328
0.129883	-1.771403
0.130371	-1.149184
0.130859	0.601190
0.131348	0.176998
0.131836	-0.840305
0.132324	0.766628
0.132812	1.948574
0.133301	0.680528
0.133789	-1.458138
0.134277	-1.084037
0.134766	0.175981
0.135254	0.160047
0.135742	0.001318
0.136230	1.317043
0.136719	1.369480
0.137207	-0.163860
0.137695	-2.349102
0.138184	-1.602781
0.138672	1.387035
0.139160	1.163478
0.139648	-0.113194
0.140137	-0.023742
0.140625	-0.315554
0.141113	-1.227285
0.141602	-1.180256
0.142090	0.207210
0.142578	0.505697
0.143066	-0.252399
0.143555	0.662364
0.144043	2.133333
0.144531	0.812839
0.145020	-0.872974
0.145508	-0.532146
0.145996	0.716114
0.146484	-0.248763
0.146973	-1.374013
0.147461	-0.104115
0.147949	0.536019
0.148437	-1.137787
0.148926	-0.723052
0.149414	1.683262
0.149902	1.872500
0.150391	-0.081163
0.150879	-1.017478
0.151367	-0.650794
0.151855	-0.315212
